"Date","sigma_hat","mu","w","a1","b1","lam_VSTOXX_1"
2019-02-08,32.6914033344495,-1.20782071679595,0.304994181212922,0.0449088772127142,0.902144242507756,0.00611542177631156
2019-02-15,31.9943781520215,-1.2344370926398,0.30451383902794,0.0434620868084545,0.90300971412973,0.00624392092257877
2019-02-22,33.0665210154558,-1.16318005533763,0.307590258428719,0.0441791700009909,0.902098994115048,0.0062187308220005
2019-03-01,29.6050339098449,-1.20964037554712,0.30742143752552,0.0441725231902045,0.902376071374311,0.00616176127374083
2019-03-08,30.8303065439646,-1.18538321245006,0.567426630400406,0.0571876686343976,0.844255104552539,0.00989167601535148
2019-03-15,32.278697404621,-1.27456719508865,0.31603414976906,0.0429163454300234,0.901683651775553,0.00638624693951724
2019-03-22,33.4665110390975,-1.25762464159568,0.312471626198184,0.0431014245787055,0.902246581431181,0.00629468419150572
2019-03-29,34.0929876316703,-1.20523450449575,0.307678905828726,0.0444926766995998,0.902582291402407,0.00604556792227417
2019-04-05,32.849493917562,-1.16655771823002,0.315080703854178,0.0443774547015037,0.901104595940706,0.00619407134035323
2019-04-12,34.2213433538473,-1.17206646735216,0.313237444076413,0.0449414673621134,0.90122491366417,0.00610034687666486
2019-04-19,34.1052297871159,-1.22402735284084,0.314509335064344,0.0444986158875206,0.901337644863954,0.00612213940173599
2019-04-26,33.895143487787,-1.23385369594517,0.317760071367082,0.0433791240763993,0.901293991719687,0.00628703994024009
2019-05-03,34.1161922319234,-1.32897679115653,0.566066774515928,0.0537955994440886,0.846985274032722,0.0100211341437298
2019-05-10,31.4280428116814,-1.31021855431922,0.31207256048893,0.0426527390122874,0.903061650968747,0.0061944651483635
2019-05-17,32.4425459870024,-1.36532690389105,0.309873714896395,0.0422448868400759,0.903703054785517,0.00617397976966406
2019-05-24,30.9985024739224,-1.41514497839245,0.303087945783663,0.0437120660438932,0.904317150105678,0.0058855343827689
2019-05-31,32.0365490804834,-1.42700651932481,0.307817561660738,0.0425204070738294,0.9038771577096,0.00612332030159919
2019-06-07,33.0244824219511,-1.42374635865619,0.316338868003748,0.0423834227503962,0.901999445418787,0.00637384382485238
2019-06-14,29.1002699917332,-1.42664047550796,0.583068864137395,0.0541110317318128,0.841109290699224,0.0109931456173563
2019-06-21,26.6314894545129,-1.36312716127067,0.288456433988243,0.038236819650237,0.909921225548901,0.00616649551965055
2019-06-28,24.2613419219143,-1.28204431070988,0.332612300377391,0.0404261310882198,0.900411521547222,0.00671019826095203
2019-07-05,26.5017459222184,-1.29796029832258,0.339011217020357,0.0410243490201821,0.898508653364162,0.00685038589583086
2019-07-12,27.3652115954158,-1.38142347909451,0.571946128744666,0.0495683768949799,0.849027906346479,0.0101960535843403
2019-07-19,26.6248238033365,-1.38196643590031,0.323534618461603,0.0417310495816959,0.90122921536574,0.00648993748857681
2019-07-26,26.5647116504121,-1.44989968606597,0.313183320628318,0.0429262586394661,0.902974528251453,0.00610230893050139
2019-08-02,26.8987721218121,-1.51030970356837,0.30280323922127,0.0433812083745401,0.90498064579806,0.00582452400765271
2019-08-09,28.9004797433934,-1.48312965147578,0.307783332660775,0.0431300029976974,0.904043025405085,0.00596425205255337
2019-08-16,30.6194941326068,-1.47188878563277,0.307165714465804,0.044517703400898,0.904318760205867,0.0055551218977743
2019-08-23,29.5217914062515,-1.42640749735677,0.317994275333276,0.0426784421463884,0.902316309405622,0.00618204127140852
2019-08-30,29.6138275256895,-1.38692995437502,0.329168754597828,0.0358326092793534,0.905973988796892,0.00633083307547717
2019-09-06,29.8552457519699,-1.29979140008118,0.342733423562464,0.0416130449555057,0.898449230567487,0.00664466869971113
2019-09-13,30.5968851556317,-1.33332996496304,0.337214864007669,0.0412864613695099,0.899652423044505,0.00659400956519783
2019-09-20,32.6143005126881,-1.37113486476895,0.57543552867055,0.0565167017676804,0.841643225417606,0.0106718447718261
2019-09-27,31.2410974182862,-1.43722742874846,0.329547998666787,0.0433494794112603,0.900055761437732,0.00626049073802848
2019-10-04,31.8104024792496,-1.34313354314264,0.346467072841583,0.0424232872218165,0.897402578275365,0.00663464791591141
2019-10-11,33.1274531391873,-1.29723251583792,0.579026486010009,0.0548860282702389,0.842766730394709,0.010615562787878
2019-10-18,34.7759179718822,-1.26192134292682,0.369689839298125,0.0426676221626366,0.892819568495743,0.00700812913975256
2019-10-25,35.2951921841197,-1.27077933001009,0.379142956962108,0.0412830321324995,0.891908728937711,0.00726474390251747
2019-11-01,34.0506289922878,-1.19205493003477,0.569451202557976,0.047848531612198,0.853929560999704,0.00937938714245591
2019-11-08,33.47018945261,-1.23794305845827,0.571772264005663,0.0490342949316513,0.852151871304534,0.0095374764863934
2019-11-15,34.4872789291533,-1.20135624781377,0.370767629509602,0.0449808516844039,0.891317631265661,0.00684797745109797
2019-11-22,33.1888355930236,-1.20125532081407,0.6091150002062,0.0679603783213867,0.822965234722015,0.0121803227145672
2019-11-29,31.8018678696262,-1.21091151172625,0.60980442276826,0.0681472305418916,0.822471301363917,0.0122626541497688
