"Date","sigma_hat","mu","w","a1","b1","lam_VSTOXX_1","lam_Euribor6m_1"
2007-03-16,20.1849633555531,NA,NA,NA,NA,NA,NA
2007-03-23,23.1681553777971,NA,NA,NA,NA,NA,NA
2007-03-30,26.7192246911331,NA,NA,NA,NA,NA,NA
2007-04-06,25.7065021272076,NA,NA,NA,NA,NA,NA
2007-04-13,25.8836082448227,NA,NA,NA,NA,NA,NA
2007-04-20,25.5919980758086,NA,NA,NA,NA,NA,NA
2007-04-27,27.8996910910116,NA,NA,NA,NA,NA,NA
2007-05-04,26.5831454099441,NA,NA,NA,NA,NA,NA
2007-05-11,25.6304055703349,NA,NA,NA,NA,NA,NA
2007-05-18,23.3485892487557,NA,NA,NA,NA,NA,NA
2007-05-25,22.4515995018936,NA,NA,NA,NA,NA,NA
2007-06-01,23.7269261122092,NA,NA,NA,NA,NA,NA
2007-06-08,22.6488629223957,NA,NA,NA,NA,NA,NA
2007-06-15,25.078136994318,NA,NA,NA,NA,NA,NA
2007-06-22,26.8309324550048,NA,NA,NA,NA,NA,NA
2007-06-29,27.5183705841378,NA,NA,NA,NA,NA,NA
2007-07-06,26.0814625993693,NA,NA,NA,NA,NA,NA
2007-07-13,25.2131070788399,NA,NA,NA,NA,NA,NA
2007-07-20,22.8355432071956,NA,NA,NA,NA,NA,NA
2007-07-27,23.4383690630928,NA,NA,NA,NA,NA,NA
2007-08-03,26.4527860382448,NA,NA,NA,NA,NA,NA
2007-08-10,22.8719513098127,NA,NA,NA,NA,NA,NA
2007-08-17,24.8832569588439,NA,NA,NA,NA,NA,NA
2007-08-24,23.148967287691,NA,NA,NA,NA,NA,NA
2007-08-31,23.4544479293159,NA,NA,NA,NA,NA,NA
2007-09-07,20.1949712445959,NA,NA,NA,NA,NA,NA
2007-09-14,23.4082959179968,NA,NA,NA,NA,NA,NA
2007-09-21,19.339784494149,NA,NA,NA,NA,NA,NA
2007-09-28,22.2477809266747,NA,NA,NA,NA,NA,NA
2007-10-05,21.4135187456849,NA,NA,NA,NA,NA,NA
2007-10-12,24.6911751331208,NA,NA,NA,NA,NA,NA
2007-10-19,24.5015985957561,NA,NA,NA,NA,NA,NA
2007-10-26,26.5441964516245,NA,NA,NA,NA,NA,NA
2007-11-02,26.3003635062775,NA,NA,NA,NA,NA,NA
2007-11-09,26.052103620145,NA,NA,NA,NA,NA,NA
2007-11-16,29.6647605325571,NA,NA,NA,NA,NA,NA
2007-11-23,30.4240859776546,NA,NA,NA,NA,NA,NA
2007-11-30,30.7129558345645,NA,NA,NA,NA,NA,NA
2007-12-07,33.817033805148,NA,NA,NA,NA,NA,NA
2007-12-14,32.3336853238272,NA,NA,NA,NA,NA,NA
2007-12-21,32.6098147381473,NA,NA,NA,NA,NA,NA
